16.498	27.76
16.564	36.91
16.631	42.98
16.697	47.02
16.764	47.95
16.830	46.10
16.897	40.13
16.963	32.94
17.030	22.97
17.096	10.30
17.163	2.312E-2
17.229	-10.14
17.296	-19.27
17.363	-26.19
17.429	-30.86
17.496	-31.87
17.562	-30.84
17.629	-26.81
17.695	-20.11
17.762	-11.46
17.828	-2.271
17.895	8.000
17.961	18.36
18.028	28.01
18.094	37.06
18.161	42.97
18.227	46.28
18.294	46.25
18.360	43.08
18.427	37.30
18.493	29.43
18.560	19.26
18.627	8.470
18.693	-3.043
18.760	-12.88
18.826	-21.14
18.893	-27.01
18.959	-31.01
19.026	-31.96
19.092	-29.76
19.159	-24.85
19.225	-18.71
19.292	-9.912
19.358	0.204
19.425	10.02
19.491	20.09
19.558	29.99
19.624	38.11
19.691	42.27
19.757	45.14
19.824	44.29
19.890	42.03
19.957	36.01
20.024	27.00
20.090	17.29
20.157	6.334
20.223	-4.452
20.290	-13.95
20.356	-21.82
20.423	-26.73
20.489	-29.94
20.556	-30.87
20.622	-28.41
20.689	-23.82
20.755	-16.47
20.822	-8.039
20.888	1.284
20.955	12.04
21.021	21.41
21.088	30.12
21.154	37.08
21.221	42.08
21.288	43.97
21.354	43.26
21.421	39.83
21.487	34.13
21.554	25.15
21.620	14.94
21.687	4.788
21.753	-5.778
21.820	-13.84
21.886	-21.30
21.953	-26.82
22.019	-29.84
22.086	-29.10
22.152	-26.70
22.219	-21.02
22.285	-13.90
22.352	-5.202
22.418	4.469
22.485	14.05
22.551	23.02
22.618	31.71
22.685	38.17
22.751	42.00
22.818	43.11
22.884	41.97
22.951	38.10
23.017	32.10
23.084	22.44
23.150	13.33
23.217	2.893
23.283	-6.961
23.350	-14.77
23.416	-21.98
23.483	-26.78
23.549	-28.87
23.616	-27.95
23.682	-24.91
23.749	-19.36
23.815	-12.03
23.882	-3.124
23.948	6.177
24.015	16.22
24.082	25.02
24.148	32.90
24.215	38.76
24.281	41.95
24.348	43.15
24.414	41.07
24.481	37.14
24.547	30.04
24.614	21.46
24.680	12.04
24.747	1.132
24.813	-7.935
24.880	-15.89
24.946	-21.76
25.013	-25.93
25.079	-27.76
25.146	-26.85
25.212	-22.86
25.279	-17.57
25.346	-10.14
25.412	-1.522
25.479	7.059
25.545	16.99
25.612	25.79
25.678	32.94
25.745	38.25
25.811	41.05
25.878	42.05
25.944	40.02
26.011	35.16
26.077	27.94
26.144	19.21
26.210	9.083
26.277	-0.877
26.343	-9.364
26.410	-16.99
26.476	-21.97
26.543	-25.84
26.609	-26.84
26.676	-24.89
26.743	-21.78
26.809	-15.86
26.876	-7.760
26.942	4.344E-2
27.009	9.312
27.075	18.21
27.142	27.15
27.208	34.00
27.275	38.85
27.341	41.30
27.408	40.94
27.474	38.25
27.541	33.16
27.607	26.12
27.674	18.14
27.740	8.057
27.807	-1.681
27.873	-9.824
27.940	-17.03
28.006	-21.90
28.073	-24.93
28.140	-25.90
28.206	-23.84
28.272	-19.86
28.339	-13.70
28.406	-6.113
28.472	2.142
28.539	11.12
28.605	20.07
28.672	28.03
28.738	34.09
28.805	38.12
28.871	40.16
28.938	39.18
29.004	36.27
29.071	31.15
29.137	22.86
29.204	15.09
29.270	6.157
29.337	-2.883
29.404	-10.81
29.470	-17.86
29.537	-22.08
29.603	-24.64
29.670	-24.76
29.736	-22.83
29.803	-17.88
29.869	-11.70
29.936	-3.652
30.002	4.151
30.069	13.02
30.135	21.24
30.202	28.41
30.268	34.15
30.335	37.94
30.401	39.34
30.468	38.12
30.534	35.12
30.601	29.05
30.667	22.14
30.734	13.29
30.801	4.393
30.867	-4.020
30.933	-11.76
31.000	-17.87
31.067	-21.87
31.133	-23.83
31.200	-23.89
31.266	-20.83
31.333	-16.32
31.399	-10.26
31.466	-2.842
31.532	5.919
31.599	14.13
31.665	22.11
31.732	29.30
31.798	34.08
31.865	37.15
31.931	38.25
31.998	36.22
32.064	33.18
32.131	27.04
32.197	20.09
32.264	11.13
32.330	2.454
32.397	-5.703
32.464	-12.93
32.530	-17.78
32.597	-21.84
32.663	-23.09
32.730	-22.80
32.796	-19.92
32.863	-14.86
32.929	-8.684
32.996	-1.210
33.062	6.884
33.129	14.91
33.195	22.07
33.262	29.26
33.328	34.21
33.395	37.17
33.461	37.26
33.528	35.16
33.595	31.13
33.661	25.27
33.728	17.77
33.794	10.12
33.861	1.429
33.927	-6.212
33.994	-12.93
34.060	-18.95
34.127	-21.68
34.193	-22.83
34.260	-21.85
34.326	-18.65
34.393	-13.82
34.459	-6.943
34.526	0.230
34.592	8.233
34.659	16.07
34.725	23.17
34.792	29.20
34.858	34.18
34.925	36.24
34.991	36.08
35.058	34.01
35.125	30.15
35.191	24.25
35.258	16.92
35.324	7.993
35.391	0.275
35.457	-6.848
35.524	-13.11
35.590	-18.08
35.657	-20.92
35.723	-21.80
35.790	-19.94
35.856	-16.90
35.923	-11.53
35.989	-5.614
36.056	2.144
36.122	10.16
36.189	17.85
36.255	24.54
36.322	30.03
36.389	34.00
36.455	36.00
36.522	35.27
36.588	33.05
36.655	29.02
36.721	22.15
36.788	15.11
36.854	7.168
36.921	-0.889
36.987	-7.915
37.054	-13.80
37.120	-17.83
37.187	-20.02
37.253	-20.83
37.320	-18.81
37.386	-14.95
37.453	-9.748
37.519	-3.666
37.586	3.435
37.652	10.98
37.719	18.01
37.785	24.82
37.852	30.00
37.919	33.20
37.985	35.05
38.052	34.19
38.118	31.27
38.185	27.00
38.251	20.83
38.318	13.61
38.384	5.824
38.451	-1.828
38.517	-8.004
38.584	-13.79
38.650	-17.55
38.717	-19.66
38.783	-19.79
38.850	-17.81
38.916	-13.90
38.983	-8.137
39.049	-2.282
39.116	4.840
39.182	12.29
39.249	19.24
39.316	25.38
39.382	30.15
39.449	33.06
39.515	34.06
39.582	33.14
39.648	30.02
39.715	25.40
39.781	19.02
39.848	12.19
39.914	4.374
39.981	-2.586
40.047	-9.073
40.114	-13.98
40.180	-17.73
40.247	-18.87
40.313	-18.82
40.380	-15.93
40.446	-12.13
40.513	-6.985
40.580	-0.946
40.646	6.039
40.713	12.98
40.779	20.21
40.846	26.09
40.912	30.38
40.979	33.07
41.045	33.97
41.112	32.92
41.178	30.11
41.245	24.07
41.311	18.19
41.378	11.39
41.444	4.076
41.511	-2.671
41.577	-8.883
41.644	-13.84
41.710	-16.86
41.777	-18.12
41.844	-17.08
41.910	-14.81
41.977	-10.77
42.043	-5.128
42.110	1.219
42.176	7.986
42.243	15.06
42.309	21.34
42.376	26.77
42.442	31.00
42.509	32.96
42.575	33.44
42.642	32.02
42.708	29.09
42.775	23.11
42.841	16.88
42.908	10.17
42.974	2.841
43.041	-3.652
43.107	-8.859
43.174	-13.00
43.241	-15.98
43.307	-16.88
43.374	-15.95
43.440	-13.30
43.507	-9.124
43.573	-3.782
43.640	2.137
43.706	9.310
43.773	16.08
43.839	22.10
43.906	27.09
43.972	31.03
44.039	32.13
44.105	32.21
44.172	30.31
44.238	27.06
44.305	21.99
44.371	15.31
44.438	8.560
44.505	2.114
44.571	-4.621
44.638	-9.916
44.704	-13.57
44.771	-15.95
44.837	-16.56
44.904	-15.74
44.970	-12.66
45.037	-8.157
45.103	-3.016
45.170	3.019
45.236	9.810
45.303	16.13
45.369	22.06
45.436	27.18
45.502	30.26
45.569	32.11
45.635	31.29
45.702	29.07
45.768	25.31
45.835	20.19
45.902	14.28
45.968	7.330
46.035	0.882
46.101	-4.907
46.168	-9.844
46.234	-13.81
46.301	-15.10
46.367	-15.89
46.434	-13.94
46.500	-11.05
46.567	-6.813
46.633	-1.689
46.700	4.735
46.766	11.13
46.833	17.24
46.899	22.82
46.966	27.02
47.032	30.14
47.099	31.22
47.165	30.77
47.232	29.00
47.299	24.06
47.365	19.55
47.432	13.26
47.498	6.051
47.565	0.123
47.631	-4.929
47.698	-9.944
47.764	-13.22
47.831	-14.87
47.897	-14.69
47.964	-12.94
48.030	-10.01
48.097	-5.722
48.163	-0.346
48.230	6.123
48.296	12.18
48.363	18.03
48.429	23.34
48.496	27.13
48.562	30.06
48.629	31.14
48.696	30.22
48.762	27.13
48.829	23.19
48.895	17.92
48.962	11.94
49.028	6.087
49.095	-0.382
49.161	-5.980
49.228	-10.11
49.294	-13.01
49.361	-13.92
49.427	-13.94
49.494	-11.93
49.560	-8.927
49.627	-4.838
49.693	0.927
49.760	6.744
49.826	12.95
49.893	18.31
49.960	23.20
50.026	26.97
50.093	29.10
50.159	30.00
50.226	29.01
50.292	26.31
50.359	22.19
50.425	16.71
50.492	11.08
50.558	4.852
50.625	-0.840
50.691	-5.942
50.758	-9.992
50.824	-12.00
50.891	-13.92
50.957	-13.03
51.024	-10.91
51.090	-7.780
51.157	-2.828
51.223	2.049
51.290	8.179
51.357	14.00
51.423	19.14
51.490	23.73
51.556	27.10
51.623	29.16
51.689	29.11
51.756	28.16
51.822	25.11
51.889	21.05
51.955	16.16
52.022	10.31
52.088	4.055
52.155	-1.014
52.221	-5.987
52.288	-9.912
52.354	-12.10
52.421	-12.93
52.487	-11.91
52.554	-10.20
52.621	-6.549
52.687	-1.846
52.754	2.323
52.820	8.078
52.887	14.18
52.953	19.11
53.020	23.15
53.086	26.22
53.153	28.10
53.219	28.15
53.286	27.10
53.352	23.96
53.419	19.45
53.485	14.95
53.552	9.089
53.618	3.032
53.685	-2.301
53.751	-6.861
53.818	-9.861
53.884	-11.92
53.951	-12.96
54.018	-11.94
54.084	-9.127
54.151	-5.800
54.217	-1.099
54.284	4.171
54.350	9.637
54.417	14.60
54.483	19.70
54.550	23.42
54.616	26.13
54.683	27.75
54.749	28.00
54.816	26.12
54.882	23.16
54.949	18.93
55.015	14.05
55.082	8.095
55.148	2.195
55.215	-2.866
55.282	-6.992
55.348	-9.860
55.415	-11.68
55.481	-11.85
55.548	-10.77
55.614	-8.702
55.681	-4.817
55.747	-0.122
55.814	5.113
55.880	10.15
55.947	15.37
56.013	20.07
56.080	23.60
56.146	26.07
56.213	27.26
56.279	27.05
56.346	25.12
56.412	21.98
56.479	18.11
56.545	13.12
56.612	7.383
56.679	2.167
56.745	-2.975
56.812	-6.692
56.878	-10.00
56.945	-11.66
57.011	-11.77
57.078	-10.82
57.144	-7.854
57.211	-4.717
57.277	0.341
57.344	5.153
57.410	10.12
57.477	15.12
57.543	19.76
57.610	23.11
57.676	25.26
57.743	26.23
57.809	26.01
57.876	24.12
57.943	20.98
58.009	17.12
58.076	12.09
58.142	6.393
58.209	1.300
58.275	-3.060
58.342	-6.775
58.408	-9.852
58.475	-10.84
58.541	-10.88
58.608	-9.898
58.674	-6.855
58.741	-3.573
58.807	0.937
58.874	6.137
58.940	11.13
59.007	15.99
59.073	20.31
59.140	23.26
59.206	25.99
59.273	26.13
59.340	25.92
59.406	24.03
59.473	20.13
59.539	15.99
59.606	11.16
59.672	6.171
59.739	0.924
59.805	-3.447
59.872	-7.007
59.938	-9.141
60.005	-10.07
60.071	-9.950
60.138	-8.866
60.204	-5.717
60.271	-2.157
60.337	2.255
60.404	6.977
60.470	11.88
60.537	16.38
60.603	20.24
60.670	23.15
60.737	25.16
60.803	25.88
60.870	24.97
60.936	22.92
61.003	19.26
61.069	15.10
61.136	10.35
61.202	5.363
61.269	0.175
61.335	-3.862
61.402	-6.760
61.468	-8.783
61.535	-9.957
61.601	-9.793
61.668	-7.790
61.734	-4.980
61.801	-1.568
61.867	2.484
61.934	7.027
62.001	12.15
62.067	16.40
62.134	20.18
62.200	22.97
62.267	24.94
62.333	25.14
62.400	24.24
62.466	22.19
62.533	18.11
62.599	14.02
62.666	10.04
62.732	5.144
62.799	0.199
62.865	-4.026
62.932	-6.762
